"kp_id","id","id_concatenado","region","site","addres","pais","state","city","horario","prioritario","criticidad","inmueble","hrequerimientos","horasxdias","mes"
"637","374","374-GARITA:PUERTO FRONTERIZO-ADUANA","NORTE","MEXICALI","AV. MELGAR , S/N , PTO. FRONTERIZO MEXICALI, ENTRE AV.MADERO Y COLON COL.CENTRO C.P.21100","MEXICO","BAJA CALIFORNIA","MEXICALI","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"638","378","378-MODULO:DE FERROCARRIL-ADUANA","NORTE","MEXICALI","CALLE DE LA INDUSTRIA , S/N  ESQ. CON FERROCARRILEROS COL. LIBERTAD C.P. 21030","MEXICO","BAJA CALIFORNIA","MEXICALI","LS1000-1800","Si","Aduana","3","LS1000-1800","8","Julio"
"639","440","440-SECCION:AEROPUERTO SAN FELIPE MEXICALI-ADUANA","NORTE","MEXICALI","CARRETERA AL AEROPUERTO KM 12, SAN FELIPE","MEXICO","BAJA CALIFORNIA","MEXICALI","LV0900-1700","Si","Aduana","2","LV0900-1700","8","Julio"
"640","56","56-PRINCIPAL-ADUANA","NORTE","MEXICALI","BLVD. ABELARDO L. RODRIGUEZ , S/N  COL. GARITA NUEVO MEXICALI II C.P. 21219","MEXICO","BAJA CALIFORNIA","MEXICALI","LS0700-2000","Si","Aduana","1","LS0700-2000","13","Julio"
"641","57.1","57.1-SUBSEDE:SAN LUIS RIO COLORADO-ALR","NORTE","MEXICALI","AV. CARGLOS G. CALLES ESQ. CALLE PRIMERA #1 INTERIOR ADUANA COL. CUAHUTEMOC","MEXICO","SONORA","SAN LUIS RIO COLORADO","LV0800-1800","Si","Aduana","2","LV0800-1800","10","Julio"
"642","66","66-PRINCIPAL-ALAF","NORTE","MEXICALI","AV. CALZADA CETYS #2901 COL. RIVERA","MEXICO","BAJA CALIFORNIA","MEXICALI","LV0800-1900","No","NA","2","LV0800-1900","11","Julio"
"643","66","66-PRINCIPAL-ALJ","NORTE","MEXICALI","AV. CALZADA CETYS #2901 COL. RIVERA","MEXICO","BAJA CALIFORNIA","MEXICALI","LV0800-1900","No","NA","2","LV0800-1900","11","Julio"
"644","66","66-PRINCIPAL-ALR","NORTE","MEXICALI","AV. CALZADA CETYS #2901 COL. RIVERA","MEXICO","BAJA CALIFORNIA","MEXICALI","LV0800-1900","No","NA","2","LV0800-1900","11","Julio"
"645","66","66-PRINCIPAL-ALSC","NORTE","MEXICALI","AV. CALZADA CETYS #2901 COL. RIVERA","MEXICO","BAJA CALIFORNIA","MEXICALI","LV0800-1900","No","NA","2","LV0800-1900","11","Julio"
"646","66","66-PRINCIPAL-CERYS","NORTE","MEXICALI","AV. CALZADA CETYS #2901 COL. RIVERA","MEXICO","BAJA CALIFORNIA","MEXICALI","LV0800-1900","No","NA","2","LV0800-1900","11","Julio"
"647","66","66-PRINCIPAL-SLCTI","NORTE","MEXICALI","AV. CALZADA CETYS #2901 COL. RIVERA","MEXICO","BAJA CALIFORNIA","MEXICALI","LV0800-1900","No","NA","2","LV0800-1900","11","Julio"
"648","67","67-SUBSEDE:CENTAURO DEL NORTE-ALAF","NORTE","MEXICALI","AV. CENTAURO DEL NORTE , S/N  ENTRE JOSE MARIA MAYTORENA COL. DIVISION DEL NORTE","MEXICO","BAJA CALIFORNIA","MEXICALI","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"649","77","77-SUBSEDE:PUERTO PE?ASCO-ALR","NORTE","MEXICALI","AV. 1? DE JUNIO , S/N , 3ER. PISO, ENTRE MALECON Y CALLE EUSEBIO KINO COL. PUERTO","MEXICO","SONORA","PUERTO PE?ASCO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"650","90","90-SECCION:ALGODONES MEXICALI-ADUANA","NORTE","MEXICALI","AV. MARIANO MA LEE , S/N COL. LOS ALGODONES C.P. 21970","MEXICO","BAJA CALIFORNIA","MEXICALI","LD0600-2400","Si","Aduana","2","LD0600-2400","18","Julio"
"651","91","91-SECCION:AEROPUERTO MEXICALI-ADUANA","NORTE","MEXICALI","CARRETERA MESA ANDRADE KM. 23.5 , S/N  C.P. 21000","MEXICO","BAJA CALIFORNIA","MEXICALI","LD0300-0100","Si","Aduana","2","LD0300-1300","#N/","Julio"
"652","140","140-SECCION:AEROPUERTO MONTERREY-ADUANA","NORTE","MONTERREY","CARR. MIGUEL ALEMAN KM. 24 , S/N,ANEXO AL APTO INTERNACIONAL MARIANO ESCOBEDO C.P.66600","MEXICO","NUEVO LEON","APODACA","LS0800-2100","No","NA","2","LS0800-2100","13","Julio"
"653","143","143-PRINCIPAL-ADUANA","NORTE","MONTERREY","CARRETERA MONTERREY-COLOMBIA KM. 5.5 , S/N, COL. NI?OS HEROES C.P. 66050","MEXICO","NUEVO LEON","ESCOBEDO","LV0900-2000","No","NA","1","LV0900-2000","11","Julio"
"654","149","149-PRINCIPAL-ALAF","NORTE","MONTERREY","AV. PINO SUAREZ # 790 , SUR, ESQUINA CON PADRE MIER, 2DO. PISO, COLONIA CENTRO","MEXICO","NUEVO LEON","MONTERREY","LV0900-1800","Si","Local","2","LV0900-1800","9","Julio"
"655","149","149-PRINCIPAL-ALJ","NORTE","MONTERREY","AV. PINO SUAREZ # 790 , SUR, ESQUINA CON PADRE MIER, 4TO. PISO, COLONIA CENTRO","MEXICO","NUEVO LEON","MONTERREY","LV0900-1800","Si","Local","2","LV0900-1800","9","Julio"
"656","149","149-PRINCIPAL-ALR","NORTE","MONTERREY","AV. PINO SUAREZ # 790 , SUR, ESQUINA CON PADRE MIER, 1ER. PISO, COLONIA CENTRO","MEXICO","NUEVO LEON","MONTERREY","LV0900-1800","Si","Local","2","LV0900-1800","9","Julio"
"657","149","149-PRINCIPAL-ALSC","NORTE","MONTERREY","AV. PINO SUAREZ # 790 , SUR, ESQUINA CON PADRE MIER, PLANTA BAJA, COLONIA CENTRO","MEXICO","NUEVO LEON","MONTERREY","LV0830-1700","Si","Local","2","LV0900-1800","9","Julio"
"658","149","149-PRINCIPAL-CERYS","NORTE","MONTERREY","AV. PINO SUAREZ # 790 , SUR, ESQUINA CON PADRE MIER, 3ER. PISO, COLONIA CENTRO","MEXICO","NUEVO LEON","MONTERREY","LV0900-1800","Si","Local","2","LV0900-1800","9","Julio"
"659","149","149-PRINCIPAL-SLCTI","NORTE","MONTERREY","AV. PINO SUAREZ # 790 , SUR, ESQUINA CON PADRE MIER, 3ER. PISO, COLONIA CENTRO","MEXICO","NUEVO LEON","MONTERREY","LV0900-1800","Si","Local","2","LV0900-1800","9","Julio"
"660","409","409-MODULO EXTERNO SALA DE VUELOS TERMINAL B","NORTE","MONTERREY","CARRETERA MIGUEL ALEM?N KM. 24, AEROPUERTO INTERNACIONAL MARIANO ESCOBEDO","MEXICO","NUEVO LEON","APODACA","LD0000-2400","No","NA","3","LD0000-2400","24","Julio"
"661","430","430-SALAS DE AEROPUERTO TERMINAL A","NORTE","MONTERREY","CARR. MIGUEL ALEMAN KM. 24 (KM.30), AEROPUERTO INTERNACIONAL MARIANO ESCOBEDO.","MEXICO","NUEVO LEON","APODACA","LD0000-2400","No","NA","3","LD0000-2400","24","Julio"
"662","431","431-SECCION:AEROPUERTO INT.DEL NTE-ADUANA","NORTE","MONTERREY","CARR. A LAREDO KM. 20","MEXICO","NUEVO LEON","APODACA","LD0000-2400","No","NA","3","LD0000-2400","24","Julio"
"663","468","468-SECCION:RECINTO FISCAL KCSM SALINAS V-ADUANA","NORTE","MONTERREY","CARRETERA MONTERREY-COLOMBIA KM 15 SALINAS VICTORIA N.L.","MEXICO","NUEVO LEON","APODACA","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"664","529","529-SECCION ADUANERA PUERTA DEL NORTE","NORTE","MONTERREY","LIBRAMIENTO NORESTE NO. 4001, KM 27.5, COL. CENTRO.","MEXICO","NUEVO LEON","ESCOBEDO","LV0900-1800","No","NA","1","LV0900-2000","11","Julio"
"665","547","547-RECINTO FISCAL FERROMEX-ADUANA","NORTE","MONTERREY","AUTOPISTA PERIF?RICO MONTERREY # 4101, C.P. 66050","MEXICO","NUEVO LEON","ESCOBEDO","LV0900-1800","#N/A","#N/A","0","#N/A","#N/","Julio"
"666","49","49-PRINCIPAL-ADUANA","NORTE","NACO","AV. FRANCISCO I. MADERO , 5  ENTRE LINEA DIVISORIA COL. CENTRO C.P. 84180","MEXICO","SONORA","NACO","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"667","93","93-GARITA:SAN ANTONIO-ADUANA","NORTE","NACO","CARRETERA FEDERAL 2 KM. 117.5 ,  ENTRE TRAMO IMURIS-CANANEA, C.P. 84120","MEXICO","SONORA","IMURIS","LD0000-2400","No","NA","2","LD0000-2400","24","Julio"
"668","100","100-GARITA:KM.21 AGUA ZARCA-ADUANA","NORTE","NOGALES","CARRETERA INTERNACIONAL NOGALES-HERMOSILLO KM. 21 , S/N  COL. CIBUTA C.P. 84118","MEXICO","SONORA","NOGALES","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"669","467","467-GARITA SASABE-ADUANA","NORTE","NOGALES","ABARCANDO LOS PUNTOS DE LAS TINAJAS Y LA LADRILLERA SARIC-SASABE S/N, C.P. 84167","MEXICO","SONORA","NOGALES","LD0800-2000","#N/A","#N/A","0","#N/A","#N/","Julio"
"670","1194","1194-MODULO:RAYOS GAMA-ADUANA","NORTE","NOGALES","CARR. INTERNACIONAL NOGALES-HERMOSILLO KM. 4.5 ESTACION FFCC. NOGALES","MEXICO","SONORA","NOGALES","LD0930-1930","Si","Aduana","3","LD0930-1930","10","Julio"
"671","1195","1195-ALMACEN FISCAL DE LA ADUANA-ADUANA","NORTE","NOGALES","CARR. INTERNACIONAL NOGALES-HERMOSILLO KM. 5.5  (ALMACEN FISCAL)","MEXICO","SONORA","NOGALES","LV0900-1800","Si","Aduana","3","LV0900-1800","9","Julio"
"672","1203","1203-MODULO:UAIFA-ADUANA","NORTE","NOGALES","CARR. INTERNACIONAL NOGALES / HERMOSILLO KM. 6, COL. CENTRO HACENDARIO","MEXICO","SONORA","NOGALES","LV0900-1800","Si","Aduana","3","LV0900-1800","9","Julio"
"673","2124","2124-MODULO:AUTOTRANSPORTES GUASAVE-ADUANA","NORTE","NOGALES","CARR. INTERNACIONAL NOGALES-HERMOSILLO KM. 6, AUTOTRANSPORTES GUASAVE.","MEXICO","SONORA","NOGALES","LD0800-2000","Si","Aduana","3","LD0800-2000","12","Julio"
"674","2125","2125-TERMINAL AUTOBUSES TBC-ADUANA","NORTE","NOGALES","CARR. INTERNACIONAL NOGALES-HERMOSILLO KM. 4.5, TERMINAL DE AUTOBUSES TBC","MEXICO","SONORA","NOGALES","LD0800-2000","Si","Aduana","3","LD0800-2000","12","Julio"
"675","2126","2126-TERMINAL AUTOBUSES 3 ESTRELLAS-ADUANA","NORTE","NOGALES","CARR.INTL.NOGALES-HERMOSILLO KM.4.5,TERMINAL DE AUTOBUSES 3 ESTRELLAS,COL.LOMAS DE NOGALES","MEXICO","SONORA","NOGALES","LD0800-2000","Si","Aduana","3","LD0800-2000","12","Julio"
"676","349","349-SUBSEDE:AGUA PRIETA-ALR","NORTE","NOGALES","CALLE 9 AVENIDA 26 NO. 2501, LOCAL 7, COL. BUROCRATA, AGUA PRIETA, SONORA, C.P. 84200","MEXICO","SONORA","AGUA PRIETA","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"677","356","356-MODULO:ESTACION FFCC-ADUANA","NORTE","NOGALES","CARRETERA INTERNACIONAL NOGALES-HERMOSILLO KM 4.5COL. LOMAS DE NOGALES, SONORA. C.P 84000.","MEXICO","SONORA","NOGALES","LD0930-1930","Si","Aduana","3","LD0930-1930","10","Julio"
"678","381","381-GARITA:MARIPOSA-ADUANA","NORTE","NOGALES","PERIFERICO LUIS DONALDO COLOSIO , S/N COL. EL ROSARIO (MARIPOSAS) C.P. 84020","MEXICO","SONORA","NOGALES","LD0600-2200","Si","Aduana","2","LD0600-2200","16","Julio"
"679","450","450-CENTRAL-CAMIONERA-TUFESA","NORTE","NOGALES","AV. ALVARO OBREGON 2035 COL. EL GRECO","MEXICO","SONORA","NOGALES","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"680","451","451-GARITA-2-PEATONAL","NORTE","NOGALES","FINAL DE LA CALLE ELIAS Y LINEA INTERNACIONAL, COL, CENTRO","MEXICO","SONORA","NOGALES","LD1000-1800","Si","Aduana","2","LD1000-1800","8","Julio"
"681","452","452-AEROPUERTO-INTERNACIONAL-NOGALES","NORTE","NOGALES","CARRETERA INTERNACIONAL NOGALES-HERMOSILLO KM.13.5","MEXICO","SONORA","NOGALES","LD0800-1700","Si","Aduana","2","LD0800-1700","9","Julio"
"682","453","453-CENTRAL-CAMIONERA-TAP","NORTE","NOGALES","AV. ALVARO OBREGON 2036 COL. EL GRECO","MEXICO","SONORA","NOGALES","LD0800-2000","Si","Aduana","2","LD0800-2000","12","Julio"
"683","483","483-CENTRAL-CAMIONERA-ESTRELLA BLANCA","NORTE","NOGALES","AV. ALVARO OBREGON 2562 COL. EL GRECO.","MEXICO","SONORA","NOGALES","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"684","51","51-PRINCIPAL-ADUANA","NORTE","NOGALES","NUEVO RECINTO FISCAL KM.12.5 ,S/N  ENTRE PUERTO FRONTERIZO NOGALES 3 C.P. 84000","MEXICO","SONORA","NOGALES","LD0600-2200","Si","Aduana","1","LD0600-2200","16","Julio"
"685","63","63-PRINCIPAL-ALAF","NORTE","NOGALES","CENTRO HACENDARIO NOGALES, PROLONGACI?N ALVARO OBREGON NO. 2857 COL. INDUSTRIAL.","MEXICO","SONORA","NOGALES","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"686","63","63-PRINCIPAL-ALJ","NORTE","NOGALES","CENTRO HACENDARIO NOGALES, PROLONGACI?N ALVARO OBREGON NO. 2857 COL. INDUSTRIAL.","MEXICO","SONORA","NOGALES","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"687","63","63-PRINCIPAL-ALR","NORTE","NOGALES","CENTRO HACENDARIO NOGALES, PROLONGACI?N ALVARO OBREGON NO. 2857 COL. INDUSTRIAL.","MEXICO","SONORA","NOGALES","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"688","63","63-PRINCIPAL-ALSC","NORTE","NOGALES","CENTRO HACENDARIO NOGALES, PROLONGACI?N ALVARO OBREGON NO. 2857 COL. INDUSTRIAL.","MEXICO","SONORA","NOGALES","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"689","63","63-PRINCIPAL-CERYS","NORTE","NOGALES","CENTRO HACENDARIO NOGALES, PROLONGACI?N ALVARO OBREGON NO. 2857 COL. INDUSTRIAL.","MEXICO","SONORA","NOGALES","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"690","63","63-PRINCIPAL-SLCTI","NORTE","NOGALES","CENTRO HACENDARIO NOGALES, PROLONGACI?N ALVARO OBREGON NO. 2857 COL. INDUSTRIAL.","MEXICO","SONORA","NOGALES","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"691","97","97-GARITA:NOGALES 1 PEATONAL-ADUANA","NORTE","NOGALES","ADOLFO LOPEZ MATEOS , S/N  ENTRE PLUTARCO ELIAS CALLES Y LINEA INTERNACIONAL C.P. 84000","MEXICO","SONORA","NOGALES","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"692","1053","1053-SECCION:PUENTE COMERCIO MUND-ADUANA","NORTE","NUEVO LAREDO","CARR. ESTATAL #2 N. LAREDO-PIEDRAS NEGRAS, KM.18","MEXICO","TAMAULIPAS","NUEVO LAREDO","LD0600-2400","Si","Aduana","3","LD0600-2400","18","Julio"
"693","1166","1166-ALMACEN FISCAL REFORMA","NORTE","NUEVO LAREDO","AV. REFORMA S/N, ENTRE LAGO DE CHAPALA Y MUNICIPIO LIBRE","MEXICO","TAMAULIPAS","NUEVO LAREDO","LV0900-1800","Si","Aduana","3","LV0900-1800","9","Julio"
"694","1293","1293-MODULO:PUERTAS LAS AMERICAS-ADUANA","NORTE","NUEVO LAREDO","15 DE JUNIO Y GUERRERO PUENTE INTERNACIONAL 1 ""PUERTA DE LAS AMERICAS""","MEXICO","TAMAULIPAS","NUEVO LAREDO","LD0000-2400","Si","Aduana","3","LD0000-2400","24","Julio"
"695","145","145-PRINCIPAL-ADUANA","NORTE","NUEVO LAREDO","CARRETERA NUEVO LAREDO-PIEDRAS NEGRAS KM. 12.5 , S/N , COL. CENTRO C.P. 88000","MEXICO","TAMAULIPAS","NUEVO LAREDO","LD0600-2400","Si","Aduana","1","LD0600-2400","18","Julio"
"696","154","154-PRINCIPAL-ALAF","NORTE","NUEVO LAREDO","OCAMPO , 101 , EX PALACIO DEL RIO, PLANTA BAJA, COL. CENTRO","MEXICO","TAMAULIPAS","NUEVO LAREDO","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"697","154","154-PRINCIPAL-ALJ","NORTE","NUEVO LAREDO","OCAMPO , 101 , EX PALACIO DEL RIO, PLANTA BAJA, COL. CENTRO","MEXICO","TAMAULIPAS","NUEVO LAREDO","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"698","154","154-PRINCIPAL-ALR","NORTE","NUEVO LAREDO","OCAMPO , 101 , EX PALACIO DEL RIO, PLANTA BAJA, COL. CENTRO","MEXICO","TAMAULIPAS","NUEVO LAREDO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"699","154","154-PRINCIPAL-ALSC","NORTE","NUEVO LAREDO","OCAMPO , 101 , EX PALACIO DEL RIO, PLANTA BAJA, COL. CENTRO","MEXICO","TAMAULIPAS","NUEVO LAREDO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"700","154","154-PRINCIPAL-CERYS","NORTE","NUEVO LAREDO","OCAMPO , 101 , EX PALACIO DEL RIO, PLANTA BAJA, COL. CENTRO","MEXICO","TAMAULIPAS","NUEVO LAREDO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"701","154","154-PRINCIPAL-SLCTI","NORTE","NUEVO LAREDO","OCAMPO , 101 , EX PALACIO DEL RIO, PLANTA BAJA, COL. CENTRO","MEXICO","TAMAULIPAS","NUEVO LAREDO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"702","163","163-MODULO 5-COMANDANCIA-IFA-ADUANA","NORTE","NUEVO LAREDO","BLVD. 15 DE JUNIO , S/N  COL. CENTRO C.P. 88000","MEXICO","TAMAULIPAS","NUEVO LAREDO","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"703","164","164-GARITA:DE SALIDA KM.26-ADUANA","NORTE","NUEVO LAREDO","CARRETERA NUEVO LAREDO-MONTERREY KM. 26 , S/N  C.P. 88000","MEXICO","TAMAULIPAS","NUEVO LAREDO","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"704","166","166-GARITA:LOS SANCHEZ FERROCARRIL-ADUANA","NORTE","NUEVO LAREDO","CARRETERA NUEVO LAREDO-ANAHUAC KM. 10 , S/N REVISION ADUANAL SOBRE VIA C.P. 88000","MEXICO","TAMAULIPAS","NUEVO LAREDO","LD0000-2200","Si","Aduana","2","LD0000-2200","22","Julio"
"705","167","167-MODULO:PEQ IMPORTACION PTE.III-ADUANA","NORTE","NUEVO LAREDO","LEANDRO VALLE , S/N  COL. CENTRO C.P. 88000","MEXICO","TAMAULIPAS","NUEVO LAREDO","LD0900-2100","Si","Aduana","2","LD0900-2100","12","Julio"
"706","2007","2007-MODULO:CITEV AMERICANOS-ADUANA","NORTE","NUEVO LAREDO","LEANDRO VALLE Y 15 DE JUNIO,SECTOR CENTRO,PTE INTL 2 JUAREZ-LINCOLN,MOD CITEV","MEXICO","TAMAULIPAS","NUEVO LAREDO","LD0000-2400","Si","Aduana","3","LD0000-2400","24","Julio"
"707","2008","2008-MODULO:INNOVACION Y CALIDAD-ADUANA","NORTE","NUEVO LAREDO","LEANDRO VALLE Y 15 DE JUNIO,SECTOR CENTRO,PTE INTL 2 JUAREZ-LINCOLN,MOD INN Y CALIDAD","MEXICO","TAMAULIPAS","NUEVO LAREDO","LS0800-2400","Si","Aduana","3","LS0800-2400","16","Julio"
"708","2009","2009-MODULO:ANTIGUA ADM. ADUANA-ADUANA","NORTE","NUEVO LAREDO","LEANDRO VALLE Y 15 DE JUNIO,SECTOR CENTRO,PTE INTL 2 JUAREZ-LINCOLN,PISO 2 MOD ANTG ADMON","MEXICO","TAMAULIPAS","NUEVO LAREDO","LV0900-2000","Si","Aduana","3","LV0900-2000","11","Julio"
"709","2010","2010-MODULO:ADMON. Y AREA LEGAL-ADUANA","NORTE","NUEVO LAREDO","CARR. ESTATAL 2 N.LAREDO-P.NEGRAS,KM.12,ACCESO PTO FRONTERIZO 3,PTE DE COMERCIO MUNDIAL","MEXICO","TAMAULIPAS","NUEVO LAREDO","LS0900-2200","Si","Aduana","3","LS0900-2200","13","Julio"
"710","346","346-SALA REVISION AEROP. N.LAREDO-ADUANA","NORTE","NUEVO LAREDO","CARRETERA NUEVO LAREDO-PIEDRAS NEGRAS KM. 18 , S/N APTO. INT. QUETZALCOATL, C.P. 88000","MEXICO","TAMAULIPAS","NUEVO LAREDO","LD0800-2000","Si","Aduana","2","LD0800-2000","12","Julio"
"711","357","357-MODULO:FERROCARRIL NVO LAREDO-ADUANA","NORTE","NUEVO LAREDO","ARTICULO 123 , S/N  ENTRE ESQ. CON CHIHUAHUA COL. SAN RAFAEL C.P. 88200","MEXICO","TAMAULIPAS","NUEVO LAREDO","LD0000-2400","Si","Aduana","3","LD0000-2400","24","Julio"
"712","396","396-MODULO:RAYOS GAMMA-ADUANA","NORTE","NUEVO LAREDO","AV. CESAR LOPEZ DE LARA , S/N , ESQ. CON BLVD. 15 DE JUNIO COL. SECTOR CENTRO C.P. 88000","MEXICO","TAMAULIPAS","NUEVO LAREDO","LD0000-2400","Si","Aduana","3","LD0000-2400","24","Julio"
"713","401","401-CITEV ADUANA ANTIGUA-ADUANA","NORTE","NUEVO LAREDO","ARTEAGA #3800, ESQ. MENDOZA, SECTOR ADUANA, EDIFICIO: ANTIGUA ADUANA","MEXICO","TAMAULIPAS","NUEVO LAREDO","LS0800-1800","Si","Aduana","3","LS0800-1800","10","Julio"
"714","546","546-ALMACEN FISCAL NUEVO LAREDO","NORTE","NUEVO LAREDO","AV. REFORMA S/N, ENTRE BLVD. MUNICIPIO LIBRE Y LAGO DE CH?PALA, COL. BUR?CRATAS, C.P. 88000","MEXICO","TAMAULIPAS","NUEVO LAREDO","LS0900-1800","Si","Aduana","3","LS0900-1800","9","Julio"
"715","102","102-PRINCIPAL-ADUANA","NORTE","OJINAGA","BOLIVAR , S/N  ENTRE ZARAGOZA COL. CENTRO C.P. 32881","MEXICO","CHIHUAHUA","OJINAGA","LV0800-2000","Si","Aduana","2","LV0800-2000","12","Julio"
"716","134","134-PUENTE:INTERNACIONAL OJINAGA-ADUANA","NORTE","OJINAGA","BLVD. LIBRE COMERCIO , S/N , EDIFICIO PUENTE INTERNACIONAL,COL. CONSTITUCION C.P. 32881","MEXICO","CHIHUAHUA","OJINAGA","LV0800-2000","Si","Aduana","2","LV0800-2000","12","Julio"
"717","101","101-PRINCIPAL-ADUANA","NORTE","PIEDRAS NEGRAS","FUENTE Y ZARAGOZA , S/N , EDIFICIO ADUANA PLANTA BAJA, COL. CENTRO","MEXICO","COAHUILA","PIEDRAS NEGRAS","LD0900-2200","Si","Aduana","2","LD0900-2200","13","Julio"
"718","118","118-SUBSEDE:JURIDICA-ALJ","NORTE","PIEDRAS NEGRAS","MORELOS , 401 COL. CENTRO C.P. 26000","MEXICO","COAHUILA","PIEDRAS NEGRAS","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"719","1215","1215-SUBSEDE:SABINAS ALAF-ALAF","NORTE","PIEDRAS NEGRAS","EMILIO CARRANZA #145 SUR, COL. CENTRO","MEXICO","COAHUILA","PIEDRAS NEGRAS","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"720","1216","1216-SUBSEDE:SABINAS ALR-ALR","NORTE","PIEDRAS NEGRAS","EMILIO CARRANZA #151, COL.CENTRO","MEXICO","COAHUILA","PIEDRAS NEGRAS","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"721","1222","1222-SUBSEDE:AUDITORIA-ALAF","NORTE","PIEDRAS NEGRAS","FUENTE #300, COL.CENTRO","MEXICO","COAHUILA","PIEDRAS NEGRAS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"722","1266","1266-PUENTE INTERNACIONAL II:COAHUILA 2000-ADUANA","NORTE","PIEDRAS NEGRAS","PROL. LIBRAMIENTO FAUSTO Z. MARTINEZ, ZONA CENTRO, PUENTE INTERNACIONAL 2 COAHUILA 2000","MEXICO","COAHUILA","PIEDRAS NEGRAS","LD0000-2400","Si","Aduana","3","LD0000-2400","24","Julio"
"723","1285","1285-PRINCIPAL-ALR","NORTE","PIEDRAS NEGRAS","ZARAGOZA Y FUENTE ALTOS, ZONA CENTRO","MEXICO","COAHUILA","PIEDRAS NEGRAS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"724","1285","1285-PRINCIPAL-ALSC","NORTE","PIEDRAS NEGRAS","ZARAGOZA Y FUENTE ALTOS, ZONA CENTRO","MEXICO","COAHUILA","PIEDRAS NEGRAS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"725","1285","1285-PRINCIPAL-CERYS","NORTE","PIEDRAS NEGRAS","ZARAGOZA Y FUENTE ALTOS, ZONA CENTRO","MEXICO","COAHUILA","PIEDRAS NEGRAS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"726","1285","1285-PRINCIPAL-SLCTI","NORTE","PIEDRAS NEGRAS","ZARAGOZA Y FUENTE ALTOS, ZONA CENTRO","MEXICO","COAHUILA","PIEDRAS NEGRAS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"727","129","129-SECCION:MERCURIO CARGO RAMOS ARIZPE-ADUANA","NORTE","PIEDRAS NEGRAS","LIBRAMIENTO OSCAR FLORES TAPIA KM. 1.5 EDIFICIO MERCURIO CARGO","MEXICO","COAHUILA","RAMOS ARIZPE","LS0900-2100","Si","Aduana","2","LS0900-2100","12","Julio"
"728","169","169-GARITA:KM 53-ADUANA","NORTE","PIEDRAS NEGRAS","CARRETERA FEDERAL 57 PIEDRAS NEGRAS-SALTILLO-AGUJITA KM. 53+400 , S/N  C.P. 26600","MEXICO","COAHUILA","ALLENDE","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"729","2084","2084-BODEGA:PIEDRAS NEGRAS GONZALEZ-CERYS","NORTE","PIEDRAS NEGRAS","CALLE ALEJO GONZALEZ #602 INTERIOR C, COL. BUENA VISTA","MEXICO","COAHUILA","PIEDRAS NEGRAS","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"730","2136","2136-SECCION:CLCE-ADUANA","NORTE","PIEDRAS NEGRAS","ANGAR 49, CARR. SALTILLO-MONTERREY KM 13.5, COL. PLAN DE GUADALUPE","MEXICO","COAHUILA","RAMOS ARIZPE","LS0900-2100","Si","Aduana","2","LS0900-2100","12","Julio"
"731","2137","2137-SALA AEROPUERTO:PLAN DE GUADALUPE-ADUANA","NORTE","PIEDRAS NEGRAS","CARRETERA SALTILLO-MONTERREY KM 13.5 COL. PLAN DE GUADALUPE,RAMOS ARIZPE COAH,AEROPTO INT.","MEXICO","COAHUILA","RAMOS ARIZPE","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
