"clave_unica","zona","estado","domicilio","id_loc","ps1","ps2","ps3","ps4","ps5","ps6","ps7","vol","facturacion","mes"
"574","CENTRO","MICHOACAN","ENRIQUE RAMIREZ NO. 48, LOCALES 8 Y 9, COL. JARDINES DEL CARMEN, ENTRE FELIPE ANGELES E IGNACIO LOPEZ RAYON","523","1","3","0","0","0","0","0","0","0","Septiembre"
"575","CENTRO","MICHOACAN","CALLE 16 DE SEPTIEMBRE NO.82 INT.1, ENTRE BELISARIO DOMINGUEZ Y TULIPANES, COLONIA CENTRO, CP. 60300","524","0","1","0","0","0","0","0","0","0","Septiembre"
"576","CENTRO","MICHOACAN","AV. GUERRERO ESQ. BLVD. LAZARO CARDENAS S/N INTERIOR PRESIDENCIA MUNICIPAL COL. CENTRO C.P. 59000 SAHUAYO MICH.","525","1","1","0","0","0","0","0","0","0","Septiembre"
"577","CENTRO","MICHOACAN","ENRIQUE RAM?REZ NO. 48, LOCALES 8-9, COL. JARDINES DEL CARMEN, LA PIEDAD, MICH, CP 59387","1101","0","2","0","0","0","0","0","0","0","Septiembre"
"578","CENTRO","MICHOACAN","AV. GUERRERO ESQ. BLVD. LAZARO CARDENAS S/N INTERIOR PRESIDENCIA MUNICIPAL COL. CENTRO C.P. 59000 SAHUAYO MICH.","1102","0","3","0","0","0","0","0","0","0","Septiembre"
"579","CENTRO","MICHOACAN","FRANCISCO J. MUJICA NO. 27 INT. 12 COL. CENTRO C.P. 60600 APATZINGAN MICH.","1103","2","2","0","0","1","0","0","0","0","Septiembre"
"580","CENTRO","MICHOACAN","ALVARO OBREGON #13, COL CENTRO, C.P. 61600, PATZCUARO MICHOACAN, ENTRE SILVIANO CARRILLO CARDENAS Y PLAZA GERTRUDIS BOCANEGRA","1141","0","2","0","0","0","0","0","0","0","Septiembre"
"581","CENTRO","MICHOACAN","MIGUEL HIDALGO ORIENTE #56, COL. CUAUHTEMOC, C.P. 61506, ZITACUARO MICHOACAN, ENTRE SALAZAR y ANDRES LANDA Y PI?A","1254","2","3","0","0","0","0","0","0","0","Septiembre"
"582","CENTRO","MICHOACAN","IRETITICATEME #47, COL. FELIX IRETA, C.P. 58070,  MORELIA, MICHOACAN, ENTRE VIRREY DE MENDOZA Y MORELOS SUR","2045","2","0","0","0","0","0","0","0","0","Septiembre"
"583","CENTRO","MORELOS","PASEO DEL CONQUISTADOR #224-226 COL. MARAVILLAS CUERNAVACA MORELOS CP 62230","267","198.4333","103.6333","3","36","35","0","0","0","0","Septiembre"
"584","CENTRO","MORELOS","CALLE CONSPIRADORES # 105 COL. CENTRO CUAUTLA MORELOS","386","8","10","0","1","0","0","0","0","0","Septiembre"
"585","CENTRO","MORELOS","CALZ. DE LOS GALLOS #98, COL. TEJALPA","2025","8","0","0","0","0","0","0","0","0","Septiembre"
"586","CENTRO","NAYARIT","CALLE ALAMO No. 52 COL. SAN JUAN CP 63130 TEPIC NAYARIT","189","99.8334","69.3666","2","25","35.9","0","2","0","0","Septiembre"
"587","CENTRO","NAYARIT","LUIS FIGUEROA # 12 ESQUINA PROLONGACION GALEANA COL. CENTRO C.P. 63300 SANTIAGO IXCUINTLA NAYARIT.","510","1","4","0","0","0","0","0","0","0","Septiembre"
"588","CENTRO","QUERETARO","AV. VIA DEL FF.CC. KM. 248+340 MTS. DELEG. CARRILLO PUERTO FRENTE A LAS TERESAS C.P. 76138 QUERETARO QRO.","208","24.9667","10","0","7","14","0","0.4","0","0","Septiembre"
"589","CENTRO","QUERETARO","IGNACIO ALLENDE SUR NO.8 COL. CENTRO C.P. 76000 SANTIAGO DE QUERETARO QUERETARO","210","241.3001","114.0999","5","67","76.0999","0.7","2","0","0","Septiembre"
"590","CENTRO","QUERETARO","AV. BENITO JUAREZ OTE NO. 8 COL. CENTRO C.P. 76800 SAN JUAN DEL RIO QUERETARO","220","9","20.9667","0","8.7","6","0","0","0","0","Septiembre"
"591","CENTRO","QUERETARO","CARRETERA ESTATAL NO. 540 QUER?TARO ? ESTACI?N CHICHIMEQUILLAS KIL?METRO 19.5, POBLADO SANTA MAR?A LA BEGO?A, EL MARQUES, QUER?TARO, C.P. 76250","225","0","2","0","0","1","0","0","0","0","Septiembre"
"592","CENTRO","QUERETARO","CARRETERA QUERETARO - TEQUISQUIAPAN KM. 22.5 MUNICIPIO DE COLON C.P. 76270","380","4","2.5667","0","0","1","0","0","0","0","Septiembre"
"593","CENTRO","QUERETARO","CARRETERA QUERETARO - TEQUISQUIAPAN KM. 22 MUNICIPIO DE COLON C.P. 76270 RECINTO FISCALIZADO DEL AEROPUERTO DE QRO.","407","6","9.2666","0","0","0","0","0","0","0","Septiembre"
"594","CENTRO","QUERETARO","CARRETERA A CHICHIMEQUILLAS KM. 19.5, SANTA MARIA LA BEGO?A.","490","100.3663","11.1328","0","3","12","0","0","0","0","Septiembre"
"595","CENTRO","QUERETARO","AV. DE LAS FUENTES # 92, EL COLORADO FINSA, MARQUEZ, QRO, C.P. 76246","2134","1","0","0","2","1","0","0","0","0","Septiembre"
"596","CENTRO","SAN LUIS POTOSI","ABASOLO NO. 518 PASAJE MARIA LUISA CP 79000","128","7.0334","2","0","1","0","0","0","0","0","Septiembre"
"597","CENTRO","SAN LUIS POTOSI","EJE 140 KM. 4 ZONA INDUSTRIAL DELEGEACION LA PILA SAN LUIS POTOSI SLP. C.P. 78422","201","7.8667","15.2666","0","1","2","0","0","0","0","Septiembre"
"598","CENTRO","SAN LUIS POTOSI","INDEPENDENCIA NO. 1202 ZONA CENTRO C.P. 78000","211","173.6334","89.5001","2","36","35.4332","0","0","0","0","Septiembre"
"599","CENTRO","SAN LUIS POTOSI","KM 9 CARRETERA SAN LUIS POTOSI-MATEHUALA DELEGACION SOLEDAD DE GRACIANO SANCHEZ RECINTO FISCAL ESTAFETA C.P. 78340 SAN LUIS POTOSI","362","2","3.6","0","0","0","0","0","0","0","Septiembre"
"600","CENTRO","SAN LUIS POTOSI","KM. 6 AUTOPISTA SAN LUIS POTOSI - VILLA DE REYES COL. EJIDO DE LAGUNA DE SAN VICENTE MPIO. VILLA DE REYES CP 79525 SAN LUIS POTOSI","382","0","1","0","0","0","0","0","0","0","Septiembre"
"601","CENTRO","SAN LUIS POTOSI","PEDRO FERNANDEZ DE AGUILAR No. 125 ESTRELLA DE ORIENTE S.L.P.","493","11.6333","0.5667","0","0","0","0","0","0","0","Septiembre"
"602","CENTRO","SAN LUIS POTOSI","COMERCIAL MORELOS 417  ENTRE MADERO Y JULIAN DE LOS REYES","509","3","2","0","0","0","0","0","0","0","Septiembre"
"603","CENTRO","SAN LUIS POTOSI","KM 9, CARR. SLP-MATEHUALA, DELEGACION SOLEDAD DE GRACIANO SANCHEZ, C.P. 78340","535","0","2.6","0","0","0","0","0","0","0","Septiembre"
"604","CENTRO","SAN LUIS POTOSI","5 DE MAYO NO. 107 INT. 22 C.P. 79610","1075","2.6","0","0","1","0","0","0","0","0","Septiembre"
"605","CENTRO","SAN LUIS POTOSI","CARR.SLP-MATEHUALA KM.9, DELEGACION SOLEDAD DE GRACIANO SANCHEZ","2026","1","0","0","0","0","0","0","0","0","Septiembre"
"606","CENTRO","SAN LUIS POTOSI","AV. INDUSTRIAS NO. 3705 ESQ. EJE 116 ZONA INDUSTRIAL CP 78395 SAN LUS POTOSI SLP","2051","1","0","0","0","0","0","0","0","0","Septiembre"
"607","CENTRO","ZACATECAS","CALLE UNION No. 101 PLAZA FUTURA COL. CENTRO ZACATECAS ZAC. CP 98000","115","115.4666","66.1666","2","28.5","23","1","0","0","0","Septiembre"
"608","CENTRO","ZACATECAS","AV. HUICOT NO. 42 COL. PERIODISTAS C.P. 98000 FRESNILLO ZACATECAS.","195","7","5","0","6","1","0","0","0","0","Septiembre"
"609","CENTRO","ZACATECAS","KM 24 CARRETERA ZACATECAS - FRESNILLO CALERA DE VICTOR ROSALES ZACATECAS C.P. 98500","203","2","2.5667","0","0","1","0","0","0","0","Septiembre"
"610","NORTE","BAJA CALIFORNIA","BLVD. TENIENTE AZUETA S/N, COL. CENTRO C.P. 22800, PLANTA BAJA, ENSENADA, BAJA CALIFORNIA, REFERENCIA: INTERIOR DEL RECINTO PORTUARIO","53","28.7","21.3332","0","2","9","1","0","0","0","Septiembre"
"611","NORTE","BAJA CALIFORNIA","LINEA INTERNACIONAL S/N, COL. GARITA DE OTAY C.P. 22509, UNICO PISO,  DEL.  MESA DE OTAY, TIJUANA, BAJA CALIFORNIA, REFERENCIA: GARITA DE OTAY","54.1","64.7333","83.1334","0","7.6666","12.8001","2","3","0","0","Septiembre"
"612","NORTE","BAJA CALIFORNIA","J. REND?N Y SOR JUANA INES DE LA CRUZ S/N, COL. NUEVA TIJUANA C.P. 22510, UNICO PISO,  DEL.  MESA DE OTAY, TIJUANA, BAJA CALIFORNIA, REFERENCIA: ANEXO A GARITA DE OTAY","54.2","1","3","0","0","2.6","0","0","0","0","Septiembre"
"613","NORTE","BAJA CALIFORNIA","L?ZARO C?RDENAS Y CALLEJ?N MADERO 201, COL. ZONA CENTRO C.P. 21400, UNICO PISO, TECATE, BAJA CALIFORNIA, REFERENCIA: EDIFICIO DE LA ADUANA","55","19","13.3332","0","2","8","0","1","0","0","Septiembre"
"614","NORTE","BAJA CALIFORNIA","AV. LAZARO CARDENAS Y ESQ. CALLEJON MADERO 201, COL. ZONA CENTRO C.P. 21400, UNICO PISO, TEATE, BAJA CALIFORNIA, REFERENCIA: A UN COSTADO DE LA ANTIGUA GARITA INTERNACION DE TECATE","55.2","2","0","0","0","0","0","0","0","0","Septiembre"
"615","NORTE","BAJA CALIFORNIA","BLVD. ABELARDO L. RODRIGUEZ S/N, COL. ALAMITOS C.P. 21219, UNICO PISO, MEXICALI, BAJA CALIFORNIA, REFERENCIA: GARITA NUEVO MEXICALI, ADUANA DE CARGA","56","39","63.7001","0","3","6","0","1","0","0","Septiembre"
"616","NORTE","BAJA CALIFORNIA","AV. FUERZA AEREA MEXICANA S/N, COL. CENTRO URBANO 70-76 C.P. 22410, PB,  DEL.  MESA DE OTAY, TIJUANA, BAJA CALIFORNIA, REFERENCIA: FRENTE AL PARQUE DE LA FUERZA A?REA Y A UN COSTADO DEL AEROPUERTO MILITAR","61","254.6005","132.2667","6","75.8001","91.8333","0","7","0","0","Septiembre"
"617","NORTE","BAJA CALIFORNIA","AVE. LOPEZ MATEOS EDIFICIO PRONAF 1306, N?MERO INTERIOR  18, COL. ZONA CENTRO C.P. 22800, PB, ENSENADA, BAJA CALIFORNIA, REFERENCIA: A UN COSTADO DEL RIVIERA","64","57","56.1667","1","3","2.9","0","2","0","0","Septiembre"
"618","NORTE","BAJA CALIFORNIA","AV. ALVARADO 465, COL. ZONA CENTRO C.P. 22800, PB, ENSENADA, BAJA CALIFORNIA, REFERENCIA: ENTRE 4TA. Y 5TA.","65","33","3","1","22.9","9","0","1","0","0","Septiembre"
"619","NORTE","BAJA CALIFORNIA","CALZADA CETYS 2901, COL. RIVERA C.P. 21259, PLANTA BAJA, MEXICALI, BAJA CALIFORNIA, REFERENCIA: EDIFICIO SOLARIUM","66","165.1667","79.0666","4","33.0667","21","1","3","0","0","Septiembre"
"620","NORTE","BAJA CALIFORNIA","AV. CENTAURO DEL NORTE S/N, COL. DIVISION DEL NORTE C.P. 21300, PLANTA BAJA, MEXICALI, BAJA CALIFORNIA, REFERENCIA: ENTRE JOSE MARIA MAYTORENA Y AV. TARAHUMARA","67","0","2.0333","0","0","0","0","0","0","0","Septiembre"
"621","NORTE","BAJA CALIFORNIA","AV. RYERSON 101, COL. ZONA CENTRO C.P. 22800, PB, ENSENADA, BAJA CALIFORNIA, REFERENCIA: CONTRA ESQUINA DE CALLE PRIMERA","74","10","1.4","0","0","0","0","0.3","0","0","Septiembre"
"622","NORTE","BAJA CALIFORNIA","CARRETERA AEROPUERTO S/N, COL. AEROPUERTO C.P. 22310, PRIMER PISO,  DEL.  MESA DE OTAY, TIJUANA, BAJA CALIFORNIA, REFERENCIA: INTERIOR AEROPUERTO INTERNACIONAL ABELARDO L. RODRIGUEZ","75","0","2.8","0","2.2667","0","0","0","0","0","Septiembre"
"623","NORTE","BAJA CALIFORNIA","AV. MARIANO MA LEE S/N POBLADO LOS ALGODONES S/N, COL. CENTRO C.P. 21970, UNICO PISO,  DEL.  LOS ALGODONES, MEXICALI, BAJA CALIFORNIA, REFERENCIA: GARITA LOS ALGODONES","90","0","1.6","0","0","0","0","0","0","0","Septiembre"
"624","NORTE","BAJA CALIFORNIA","AV. REVOLUCION 90, COL. ESPINOZA C.P. 21401, PB, TECATE, BAJA CALIFORNIA, REFERENCIA: ESQ. CON CALLE ALDRETE","347","1","2","0","0","0","0","0","0","0","Septiembre"
"625","NORTE","BAJA CALIFORNIA","AV. MELGAR S/N, COL. ZONA CENTRO C.P. 21100, UNICO PISO, MEXICALI, BAJA CALIFORNIA, REFERENCIA: GARITA 1 ","374","2","3.2666","0","0","1","0","0","0","0","Septiembre"
"626","NORTE","BAJA CALIFORNIA","CALLE DE LA INDUSTRIA Y FERROCARRILEROS S/N, COL. LIBERTAD C.P. 21030, UNICO PISO, MEXICALI, BAJA CALIFORNIA, REFERENCIA: MODULO DE FERROCARIL","378","0","1","0","0","0","0","0","0","0","Septiembre"
"627","NORTE","BAJA CALIFORNIA","CARRETERA AL AEROPUERTO KM 12, SAN FELIPE, B.C. S/N, COL. SAN FELIPE, B.C. C.P. 21000, PB, SAN FELIPE, B.C., BAJA CALIFORNIA, REFERENCIA: DENTRO DEL AEROPUERTO DEL PUERTO DE SAN FELIPE","440","0","0","0","0","1","0","0","0","0","Septiembre"
"628","NORTE","BAJA CALIFORNIA","JOS? MA. LARROQUE, ENTRE FRANCISCO CUEVAS Y CANALIZACI?N R?O TIJUANA S/N, COL. FEDERAL C.P. 22430, PB, TIJUANA, BAJA CALIFORNIA, REFERENCIA: ANEXO A PUERTA M?XICO","531","4.4666","11.7332","0","2","4.3667","0","0","0","0","Septiembre"
"629","NORTE","BAJA CALIFORNIA","FRAY JUNIPERO SIERRA Y SEBASTIAN VIZCAINO S/N, COL. GARITA DE OTAY C.P. 22509, UNICO PISO,  DEL.  MESA DE OTAY, TIJUANA, BAJA CALIFORNIA, REFERENCIA: ANEXO A GARITA DE OTAY","1049","0","1","0","0","0","0","0","0","0","Septiembre"
"630","NORTE","BAJA CALIFORNIA","BOULEVARD LAZARO CARDENAS Y RIO ALAMAR S/N, COLONIA MURUA, C.P. 22465","2140","0","1","0","0","0","0","0","0","0","Septiembre"
"631","NORTE","BAJA CALIFORNIA SUR","AV. ?LVARO OBREG?N ESQ. IGNACIO BA?UELOS CABEZUD. 320, N?MERO INTERIOR  320, COL. CENTRO C.P. 23000, 2DO PISO, LA PAZ, BAJA CALIFORNIA SUR, REFERENCIA: FRENTE AL MUELLE FISCAL","50.1","15.9667","15.9669","1","2","2","0","1","0","0","Septiembre"
"632","NORTE","BAJA CALIFORNIA SUR","ALVARO OBREG?N, E IGNACIO BA?UELOS CABEZUD 320, COL. CENTRO C.P. 23000, PLANTA BAJA, PRIMER Y SEGUNDO PISO EDIFICIOS PRINCIPAL Y ANEXO, LA PAZ, BAJA CALIFORNIA SUR, REFERENCIA: FRENTE AL ANTIGUO MUELLE FISCAL. EDIFICIO PRINCIPAL Y ANEXO","50.2","98.4668","55.6","4","14.7","13","0","5","0","0","Septiembre"
"633","NORTE","BAJA CALIFORNIA SUR","PUERTO COMERCIAL DE PICHILINGUE CARRETERA LA PAZ-PICHILINGUE KM 17 S/N, COL. N/A C.P. 23010, PB, LA PAZ, BAJA CALIFORNIA SUR, REFERENCIA: EN PUERTO COMERCIAL PICHILINGUE","81","2","6.8","0","0","0","0","0","0","0","Septiembre"
"634","NORTE","BAJA CALIFORNIA SUR","CARRETERA TRANSPENINSULAR AL NORTE KM 0 S/N, COL. CENTRO C.P. 23920, PB, SANTA ROSALIA, BAJA CALIFORNIA SUR, REFERENCIA: AUN COSTADO DEL PUERTO API","82","1","3.6","0","0","0","0","0","0","0","Septiembre"
"635","NORTE","BAJA CALIFORNIA SUR","CARRETERA TRANSPENINSULAR KM. 43.5 INTERIOR AEROPUERTO INTERNACIONAL DE SAN JOS? DEL CABO ""AEROPUERTO LOS CABOS"" S/N, COL. AEROPUERTO C.P. 23420, PB, SAN JOSE DEL CABO, BAJA CALIFORNIA SUR, REFERENCIA: AEROPUERTO","83","4","8.2666","0","2","3","0","0","0","0","Septiembre"
"636","NORTE","BAJA CALIFORNIA SUR","AEROPUERTO INTERNACIONAL DE LORETO. CARRETERA TRANSPENINSULAR KM 2 S/N, COL. AEROPUERTO C.P. 23880, PB, LORETO, BAJA CALIFORNIA SUR, REFERENCIA: AEROPUERTO DE LORETO","84","1","0.6","0","1","1","0","0","0","0","Septiembre"
"637","NORTE","BAJA CALIFORNIA SUR","BOULEVARD 5 DE FEBRERO ENTRE M?XICO Y DURANGO 1650, N?MERO INTERIOR  1650, COL. LOS OLIVOS C.P. 23040, PB, LA PAZ, BAJA CALIFORNIA, REFERENCIA: REVISI?N DE PAQUETER?A.","86","2","0.6","0","0","0","0","0","0","0","Septiembre"
"638","NORTE","BAJA CALIFORNIA SUR","AV. HIDALGO SN LOTES 8 Y 9 MZ-168 S/N, COL. MATAMOROS C.P. 23468, 2DO PISO, CABO SAN LUCAS, BAJA CALIFORNIA SUR, REFERENCIA: ENTRE LOPEZ MATEOS Y CAMINO AL FARO ","341","60.4","42","2","22.7333","18","1","6.3333","0","0","Septiembre"
"639","NORTE","BAJA CALIFORNIA SUR","CARRETERA TRANSPENINSULAR KM. 13, INTERIOR AEROPUERTO INTERNACIONAL DE LA PAZ ""GENERAL MANUEL M?RQUEZ DE LE?N"" S/N, COL. EJIDO CHAMETLA C.P. 23205, PLANTA BAJA, LA PAZ, BAJA CALIFORNIA, REFERENCIA: AEROPUERTO DE LA PAZ","372","2","1.5667","0","0","0","0","0","0","0","Septiembre"
"640","NORTE","BAJA CALIFORNIA SUR","CARRETERA TRANSPENINSULAR KM. 13, INTERIOR AEROPUERTO INTERNACIONAL DE LA PAZ ""GENERAL MANUEL M?RQUEZ DE LE?N"" S/N, COL. EJIDO CHAMETLA C.P. 23205, PB, LA PAZ, BAJA CALIFORNIA, REFERENCIA: AEROPUERTO DE LA PAZ","427","1","0.5667","0","0","0","0","0","0","0","Septiembre"
"641","NORTE","BAJA CALIFORNIA SUR","BOULEVARD LOMAS DEL SOL Y CAMINO AL AEROPUERTO, INTERIOR DEL AER?DROMO CABO SAN LUCAS S/N, COL. MESA COLORADA TERCERA ETAPA C.P. 23447, PB, CABO SAN LUCAS, BAJA CALIFORNIA SUR, REFERENCIA: AER?DROMO DE CABO SAN LUCAS","428","2","1.5667","0","1","0","0","0","0","0","Septiembre"
"642","NORTE","BAJA CALIFORNIA SUR","FRANCISCO I. MADERO NO.36 ENTRE BENITO JU?REZ E IGNACIO ZARAGOZA 36, COL. CENTRO C.P. 23600, ?NICO PISO, CONSTITUCI?N, BAJA CALIFORNIA SUR, REFERENCIA: A 1/2 CUADRA DE LAS OFICINAS DE TELMEX","1246","3","2","0","0","0","0","0","0","0","Septiembre"
"643","NORTE","CHIHUAHUA","ZARAGOZA Y BOLIVAR  S/N, COL. CENTRO C.P. 32881, PB, OJINAGA, CHIHUAHUA, REFERENCIA: FRENTE AL PARQUE MANUEL OJINAGA","102","4","21.1667","0","0","3","0","0","0","0","Septiembre"
"644","NORTE","CHIHUAHUA","C. INTERNACIONAL  S/N, COL. CENTRO C.P. 31830, UNICO PISO,  DEL.  ASCENSI?N, PUERTO PALOMAS, CHIHUAHUA, REFERENCIA: ENTRE 5 DE MAYO Y REVOLUCI?N","103","12.8665","13.3329","0","1","1.8666","0","0.9666","0","0","Septiembre"
"645","NORTE","CHIHUAHUA","PUENTE LIBRE DE C?RDOVA S/N, COL. ?REA DEL CHAMIZAL C.P. 32310, BAJA 7 PRIMER PISO, CD. JUAREZ, CHIHUAHUA, REFERENCIA: EL CHAMIZAL DE CD. JU?REZ","106","98","81.7667","0","9","12","0","1","0","0","Septiembre"
"646","NORTE","CHIHUAHUA","PUENTE INTERNACIONAL ZARAGOZA, AV. WATERFILL S/N , EDIF. DE LA ADUANA, COL. RIO BRAVO, C.P. 32550","107","12","38.1665","0","0","0","0","0","0","0","Septiembre"
"647","NORTE","CHIHUAHUA","AV. HOMERO ,  540, COL. COMPLEJO INDUSTRIAL CHIHUAHUA C.P. 31136, PLANTA BAJA,  DEL.  COMPLEJO INDUSTRIAL CHIHUAHUA, CHIHUAHUA, CHIHUAHUA, REFERENCIA: FRENTE A EMPRESA COPRECHISA  ANTES DE CRUZAR VIAS FFCC","108","14.5333","18.1","0","0.0333","5.4333","0","0","0","0","Septiembre"
"648","NORTE","CHIHUAHUA","COSMOS 4334, COL. SATELITE C.P. 31104, PB, CHIHUAHUA, CHIHUAHUA, REFERENCIA: ESQUINA CALLE PINO","110","193.6001","101.7333","3","42.9334","31","0.8667","2","0","0","Septiembre"
"649","NORTE","CHIHUAHUA","AVE. TEOFILO BORUNDA 8670, N?MERO INTERIOR  A, COL. PARTIDO IGLESIAS C.P. 32528, PLANTA ALTA, CD. JUAREZ, CHIHUAHUA, REFERENCIA: ESQUINA CON PASEO DE LA VICTORIA, ENFRENTE DE CENTRO COMERCIAL MISIONES","112","150.1332","83.8999","2","60.4666","26","1","4","0","0","Septiembre"
"650","NORTE","CHIHUAHUA","AV. ALVARO OBREGON , 409  ENTRE MINERVA Y JESUS URRUETA COL. CENTRO C.P. 31700","119","3","2","0","0","0","0","0","0","0","Septiembre"
"651","NORTE","CHIHUAHUA","EJE VIAL JUAN GABRIEL S/N,? ESQ. AV. DE LOS INSURGENTES, COL. EL BARREAL, C.P. 32060","121","2","7.2","0","0","0","0","0","0","0","Septiembre"
"652","NORTE","CHIHUAHUA","CARRETERA PANAMERICANA KM 18.5 S/N, COL. AEROPUERTO C.P. 32690, PB, CD. JUAREZ, CHIHUAHUA, REFERENCIA: AEROPUERTO","122","0","2.6","0","0","0","0","0","0","0","Septiembre"
"653","NORTE","CHIHUAHUA","LIBRAMIENTO SAN JERONIMO - SANTA TERESA S/N, C.P. 32605","123","1","18.2666","0","0","0","0","0","0","0","Septiembre"
"654","NORTE","CHIHUAHUA","CARRETERA PANAMERICANA KM. 30, TRAMO CD. JUAREZ - SAMALAYUCA, C.P. 32675","124","0","2.6","0","0","0","0","0","0","0","Septiembre"
"655","NORTE","CHIHUAHUA"," BLVD. JUAN PABLO II KM. 14.5,S/N AEROPUERTO DE CHIHUAHUA S/N, COL. AEROPUERTO C.P. 31320, PLANTA BAJA,  DEL.  AEROPUERTO DE CHIHUAHUA, CHIHUAHUA, CHIHUAHUA, REFERENCIA: ADUANA AREA DE CARGA FRENTE A OMA","126","0.8333","5.6667","0","0","0","0","0","0","0","Septiembre"
"656","NORTE","CHIHUAHUA","PERIFERICO DE LA JUVENTUD Y C. AMERICAS, EDIFICIO 14 SAT S/N, COL. PARQUE INDUSTRIAL LAS AMERICAS C.P. 31201, PB,  DEL.  PARQUE INDUSTRIAL LAS AMERICAS, CHIHUAHUA, CHIHUAHUA, REFERENCIA: EDIFICIO 14 SAT X C. WASHINGTON HACIA PERIFERICO DE LA JUVENTUD.","127","0","4.5667","0","0","0","0","0","0","0","Septiembre"
"657","NORTE","CHIHUAHUA","BOULEVARD LIBRE COMERCIO S/N, COL. FRONTERIZA C.P. 32881, UNICO PISO, OJINAGA, CHIHUAHUA, REFERENCIA: PUENTE INTERNACIONAL","134","0","5.6999","0","0","0","0","0","0","0","Septiembre"
"658","NORTE","CHIHUAHUA","AVE. JU?REZ S/N, COL. CENTRO C.P. 32000, PB, CD. JUAREZ, CHIHUAHUA, REFERENCIA: PUENTE INTERNACIONAL","410","1","0","0","0","0","0","0","0","0","Septiembre"
"659","NORTE","CHIHUAHUA","AVE. LERDO S/N, COL. CENTRO C.P. 32000, PB, CD. JUAREZ, CHIHUAHUA, REFERENCIA: ZONA CENTRO","411","1","1.2","0","0","0","0","0","0","0","Septiembre"
"660","NORTE","CHIHUAHUA","AV. CRISTO REY S/N, DR. PORFIRIO PARRA, MUNICIPIO DE GUADALUPE, DISTRITO BRAVO, C.P. 32741","417","0","1.5667","0","0","0","0","0","0","0","Septiembre"
"661","NORTE","CHIHUAHUA","CARRETERA JUAREZ-PORVENIR KM 92, MUNICIPIO DE PRAXEDIS G. GUERRERO, DISTRITO BRAVO","418","0","1.5667","0","0","0","0","0","0","0","Septiembre"
"662","NORTE","CHIHUAHUA","AVE. TRASVI?A Y RETES? 706, N?MERO INTERIOR? INTERIOR 6, COL. CONSTITUCI?N C.P. 32882, PLANTA BAJA, OJINAGA, CHIHUAHUA, REFERENCIA: ENTRE CALLES 7A Y 9A","1038","1","0.6333","0","0","0","0","0","0","0","Septiembre"
"663","NORTE","CHIHUAHUA","AV. OSCAR FLORES SANCHEZ  401, COL. CENTRO C.P. 33000, PB, DELICIAS, CHIHUAHUA, REFERENCIA: ESQUINA CALLE 4A Y 6A NORTE","1163","6.9667","5","0","2","3","0","0","0","0","Septiembre"
"664","NORTE","CHIHUAHUA","DAMASO JIMENEZ Y MUTUALISMO SIN NUMERO S/N, COL. CENTRO C.P. 33800, SEGUNDO PISO, HIDALGO DEL PARRAL, CHIHUAHUA, REFERENCIA: ESQUINA DE CALLE DAMASO JIMENEZ Y CALLE MUTUALISMO ","1212","4","2","0","0","0","0","0","0","0","Septiembre"
"665","NORTE","CHIHUAHUA","MORELOS Y CALLE 11, FRACC. DEL SOLAR D, DE LA MANZANA N? 39, LOCAL 110, 116 Y 118, COL. CENTRO. C.P. 31500","1251","5.6667","3","0","1","3","0","0","0","0","Septiembre"
"666","NORTE","CHIHUAHUA","BLVD.JUAN PABLO II KM.14.5, EDIFICIO DEL AEROPUERTO S/N, COL. AEROPUERTO C.P. 31201, PLANTA BAJA,  DEL.  AEROPUERTO DE CHIHUAHUA, CHIHUAHUA, CHIHUAHUA, REFERENCIA: SALA DE PASAJEROS","2002","1.1","0","0","0","1","0","0","0","0","Septiembre"
"667","NORTE","CHIHUAHUA","BLVD.DIAZ ORDAZ  424, COL. CENTRO C.P. 31000, PLANTA BAJA, CHIHUAHUA, CHIHUAHUA, REFERENCIA: ENTRE OJINAGA NUEVA Y CUAUHT?MOC","2005","0","2","0","0","0","0","0","0","0","Septiembre"
"668","NORTE","COAHUILA","FUENTE Y ZARAGOZA  S/N, COL. CENTRO C.P. 26000, PLANTA BAJA, PIEDRAS NEGRAS, COAHUILA, REFERENCIA: EDIFICIO ADUANA","101","31.5001","33.3001","0","5","7.0666","0","1","0","0","Septiembre"
"669","NORTE","COAHUILA","BLVD. FERROPUERTOS  S/N, COL. PARQUE INDUSTRIAL FERROPUERTO LAGUNA C.P. 27400, BAJA,  DEL.  FERROPUERTO LAGUNA, TORREON, COAHUILA, REFERENCIA: A UN LADO DE LA EMPRESA CONSOLIDAMEX","104","5","21.6999","0","10","8","0","1","0","0","Septiembre"
"670","NORTE","COAHUILA","MIGUEL HIDALGO Y NICOLAS BRAVO S/N, COL. CENTRO C.P. 26200, PLANTA UNICA, CIUDAD ACU?A, COAHUILA, REFERENCIA: EDIFICIO PUERTA DE MEXICO","105","9.1667","17.7665","0","2","4","0","0","0","0","Septiembre"
"671","NORTE","COAHUILA","PERIF?RICO RA?L L?PEZ S?NCHEZ 17, COL. ERIAZO DEL NORTE C.P. 27110, PB, TORREON, COAHUILA, REFERENCIA: ENTRE LA UANE  Y DE LA SCT","109","213.9667","98.2001","3","50.1333","50","0","6","0","0","Septiembre"
